SOURCE CITY,DESTINATION CITY,ORDER TYPE,ORDER MONTH,ORDER VOLUME
PHARR,LAUREL,Prepaid,2025 05,1
PHARR,LEBANON,Prepaid,2024 06,2
PHARR,LEBANON,Prepaid,2024 08,1
PHARR,LEBANON,Prepaid,2024 09,3
PHARR,LEBANON,Prepaid,2024 10,3
PHARR,LEBANON,Prepaid,2025 01,2
PHARR,LEBANON,Prepaid,2025 02,2
PHARR,LEBANON,Prepaid,2025 03,1
PHARR,LEBANON,Prepaid,2025 04,1
PHARR,LEVITTOWN,Prepaid,2024 05,4
PHARR,LEVITTOWN,Prepaid,2024 06,7
PHARR,LEVITTOWN,Prepaid,2024 07,8
PHARR,LEVITTOWN,Prepaid,2024 08,9
PHARR,LEVITTOWN,Prepaid,2024 09,6
PHARR,LEVITTOWN,Prepaid,2024 10,8
PHARR,LEVITTOWN,Prepaid,2024 11,8
PHARR,LEVITTOWN,Prepaid,2024 12,5
PHARR,LEVITTOWN,Prepaid,2025 01,5
PHARR,LEVITTOWN,Prepaid,2025 02,6
PHARR,LEVITTOWN,Prepaid,2025 03,4
PHARR,LEVITTOWN,Prepaid,2025 04,7
PHARR,LEVITTOWN,Prepaid,2025 05,1
PHARR,LEWISBERRY,Prepaid,2024 05,7
PHARR,LEWISBERRY,Prepaid,2024 10,3
PHARR,LEWISBERRY,Prepaid,2025 01,1
PHARR,LEWISBERRY,Prepaid,2025 02,1
PHARR,LEXINGTON,Prepaid,2025 02,1
PHARR,LEXINGTON,Prepaid,2025 05,1
PHARR,LIBERTYVILLE,Prepaid,2025 03,1
PHARR,LISBON,Prepaid,2024 12,1
PHARR,LITHIA SPRINGS,Collect,2024 05,3
PHARR,LITHIA SPRINGS,Collect,2024 06,4
PHARR,LITHIA SPRINGS,Collect,2024 07,4
PHARR,LITHIA SPRINGS,Collect,2024 08,5
PHARR,LITHIA SPRINGS,Collect,2024 09,3
PHARR,LITHIA SPRINGS,Collect,2024 10,5
PHARR,LITHIA SPRINGS,Collect,2024 11,2
PHARR,LITHIA SPRINGS,Collect,2024 12,3
PHARR,LITHIA SPRINGS,Collect,2025 01,3
PHARR,LITHIA SPRINGS,Collect,2025 03,2
PHARR,LITHIA SPRINGS,Collect,2025 04,2
PHARR,LITHIA SPRINGS,Prepaid,2024 05,2
PHARR,LITHIA SPRINGS,Prepaid,2024 06,3
PHARR,LITHIA SPRINGS,Prepaid,2024 07,4
PHARR,LITHIA SPRINGS,Prepaid,2024 08,5
PHARR,LITHIA SPRINGS,Prepaid,2024 09,5
PHARR,LITHIA SPRINGS,Prepaid,2024 10,3
PHARR,LITHIA SPRINGS,Prepaid,2024 11,2
PHARR,LITHIA SPRINGS,Prepaid,2024 12,3
PHARR,LITHIA SPRINGS,Prepaid,2025 01,4
PHARR,LITHIA SPRINGS,Prepaid,2025 02,4
PHARR,LITHIA SPRINGS,Prepaid,2025 03,2
PHARR,LITHIA SPRINGS,Prepaid,2025 04,8
PHARR,LITHIA SPRINGS,Prepaid,2025 05,3
PHARR,LITTLE ROCK,Prepaid,2024 06,1
PHARR,LITTLE ROCK,Prepaid,2024 10,1
PHARR,LITTLE ROCK,Prepaid,2024 11,1
PHARR,LITTLE ROCK,Prepaid,2025 02,2
PHARR,LITTLETON,Prepaid,2025 03,1
PHARR,LIVERMORE,Prepaid,2024 05,2
PHARR,LIVERMORE,Prepaid,2024 09,1
PHARR,LIVERMORE,Prepaid,2024 11,1
PHARR,LIVERMORE,Prepaid,2025 04,1
PHARR,LIVONIA,Prepaid,2024 05,1
PHARR,LIVONIA,Prepaid,2024 06,2
PHARR,LIVONIA,Prepaid,2024 07,1
PHARR,LIVONIA,Prepaid,2024 08,3
PHARR,LIVONIA,Prepaid,2024 09,1
PHARR,LIVONIA,Prepaid,2024 10,3
PHARR,LIVONIA,Prepaid,2024 12,2
PHARR,LIVONIA,Prepaid,2025 01,3
PHARR,LIVONIA,Prepaid,2025 02,4
PHARR,LIVONIA,Prepaid,2025 03,3
PHARR,LIVONIA,Prepaid,2025 04,1
PHARR,LOCKBOURNE,Prepaid,2024 07,1
PHARR,LOCKBOURNE,Prepaid,2024 12,1
PHARR,LOCKBOURNE,Prepaid,2025 04,1
PHARR,LOGAN TOWNSHIP,Prepaid,2024 05,1
PHARR,LOGAN TOWNSHIP,Prepaid,2024 06,1
PHARR,LOGAN TOWNSHIP,Prepaid,2024 08,1
PHARR,LOGAN TOWNSHIP,Prepaid,2024 09,3
PHARR,LOGAN TOWNSHIP,Prepaid,2025 01,1
PHARR,LOGAN TOWNSHIP,Prepaid,2025 03,1
PHARR,LOGAN TOWNSHIP,Prepaid,2025 04,1
PHARR,LOMA LINDA,Prepaid,2025 05,1
PHARR,LOMBARD,Prepaid,2024 05,4
PHARR,LOMBARD,Prepaid,2024 06,4
PHARR,LOMBARD,Prepaid,2024 07,6
PHARR,LOMBARD,Prepaid,2024 08,4
PHARR,LOMBARD,Prepaid,2024 09,3
PHARR,LOMBARD,Prepaid,2024 10,3
PHARR,LOMBARD,Prepaid,2024 11,4
PHARR,LOMBARD,Prepaid,2024 12,1
PHARR,LOMBARD,Prepaid,2025 01,2
PHARR,LOMBARD,Prepaid,2025 02,2
PHARR,LOMBARD,Prepaid,2025 03,3
PHARR,LOMBARD,Prepaid,2025 04,1
PHARR,LONDON,Prepaid,2024 05,2
PHARR,LONDON,Prepaid,2024 06,2
PHARR,LONDON,Prepaid,2024 08,1
PHARR,LONDON,Prepaid,2024 09,2
PHARR,LONDON,Prepaid,2024 10,1
PHARR,LONDON,Prepaid,2024 11,2
PHARR,LONDON,Prepaid,2024 12,2
PHARR,LONDON,Prepaid,2025 01,1
PHARR,LONDON,Prepaid,2025 02,2
PHARR,LONDON,Prepaid,2025 03,2
PHARR,LONDON,Prepaid,2025 04,2
PHARR,LONDON,Prepaid,2025 05,1
PHARR,LONG BEACH,Prepaid,2024 06,1
PHARR,LONG BEACH,Prepaid,2024 09,2
PHARR,LONG BEACH,Prepaid,2024 12,1
PHARR,LONG BEACH,Prepaid,2025 02,1
PHARR,LONG BEACH,Prepaid,2025 03,1
PHARR,LORENZO,Prepaid,2025 04,1
PHARR,LOS ANGELES,Prepaid,2024 05,1
PHARR,LOS ANGELES,Prepaid,2024 06,1
PHARR,LOS ANGELES,Prepaid,2024 07,1
PHARR,LOS ANGELES,Prepaid,2024 08,1
PHARR,LOS ANGELES,Prepaid,2024 09,1
PHARR,LOS ANGELES,Prepaid,2024 12,1
PHARR,LOS ANGELES,Prepaid,2025 02,1
PHARR,LOS ANGELES,Prepaid,2025 03,2
PHARR,LOUISBURG,Prepaid,2025 03,1
PHARR,LOUISVILLE,Collect,2024 07,1
PHARR,LOUISVILLE,Collect,2024 08,1
PHARR,LOUISVILLE,Collect,2025 01,8
PHARR,LOUISVILLE,Prepaid,2024 05,1
PHARR,LOUISVILLE,Prepaid,2024 08,1
PHARR,LOUISVILLE,Prepaid,2024 10,1
PHARR,LOUISVILLE,Prepaid,2025 03,2
PHARR,LOWELL,Prepaid,2025 01,1
PHARR,LOWELL,Prepaid,2025 02,1
PHARR,LOWELL,Prepaid,2025 04,4
PHARR,LOWELL,Prepaid,2025 05,1
PHARR,LOXLEY,Prepaid,2024 05,1
PHARR,LOXLEY,Prepaid,2024 06,1
PHARR,LOXLEY,Prepaid,2024 07,2
PHARR,LOXLEY,Prepaid,2024 10,1
PHARR,LOXLEY,Prepaid,2024 11,1
PHARR,LOXLEY,Prepaid,2025 02,1
PHARR,LOXLEY,Prepaid,2025 04,1
PHARR,LOXLEY,Prepaid,2025 05,1
PHARR,LUBBOCK,Prepaid,2024 08,1
PHARR,LUBBOCK,Prepaid,2024 09,1
PHARR,LUBBOCK,Prepaid,2025 02,1
PHARR,LUBBOCK,Prepaid,2025 03,1
PHARR,LUMBERTON,Prepaid,2024 10,2
PHARR,LUMBERTON,Prepaid,2025 05,1
PHARR,MACEDONIA,Collect,2024 05,8
PHARR,MACEDONIA,Collect,2024 06,13
PHARR,MACEDONIA,Collect,2024 09,5
PHARR,MACEDONIA,Collect,2024 12,1
PHARR,MACEDONIA,Collect,2025 01,1
PHARR,MACEDONIA,Collect,2025 02,5
PHARR,MACON,Prepaid,2024 05,1
PHARR,MACON,Prepaid,2024 08,1
PHARR,MADISON,Prepaid,2024 07,2
PHARR,MADISON,Prepaid,2024 10,2
PHARR,MADISON,Prepaid,2025 01,2
PHARR,MADISON,Prepaid,2025 02,1
PHARR,MADISON,Prepaid,2025 03,2
PHARR,MADISON,Prepaid,2025 05,1
PHARR,MADISONVILLE,Prepaid,2024 05,3
PHARR,MADISONVILLE,Prepaid,2024 06,5
PHARR,MADISONVILLE,Prepaid,2024 07,3
PHARR,MADISONVILLE,Prepaid,2024 08,2
PHARR,MADISONVILLE,Prepaid,2024 09,2
PHARR,MADISONVILLE,Prepaid,2024 10,5
PHARR,MADISONVILLE,Prepaid,2024 11,2
PHARR,MADISONVILLE,Prepaid,2024 12,4
PHARR,MADISONVILLE,Prepaid,2025 01,4
PHARR,MADISONVILLE,Prepaid,2025 02,3
PHARR,MADISONVILLE,Prepaid,2025 03,3
PHARR,MADISONVILLE,Prepaid,2025 04,3
PHARR,MANSFIELD,Prepaid,2024 05,1
PHARR,MANSFIELD,Prepaid,2024 07,1
PHARR,MANSFIELD,Prepaid,2024 08,1
PHARR,MANSFIELD,Prepaid,2024 09,4
PHARR,MANTECA,Prepaid,2024 06,1
PHARR,MANTECA,Prepaid,2024 09,1
PHARR,MANTECA,Prepaid,2024 10,1
PHARR,MANTECA,Prepaid,2024 12,1
PHARR,MANTECA,Prepaid,2025 04,1
PHARR,MARIANNA,Prepaid,2024 06,1
PHARR,MARION,Prepaid,2024 05,1
PHARR,MARYLAND HEIGHTS,Prepaid,2025 04,1
PHARR,MC GAHEYSVILLE,Prepaid,2024 09,1
PHARR,MC GAHEYSVILLE,Prepaid,2024 11,1
PHARR,MC GAHEYSVILLE,Prepaid,2025 02,1
PHARR,MECHANICSBURG,Prepaid,2024 06,1
PHARR,MECHANICSBURG,Prepaid,2025 02,1
PHARR,MEDINA,Prepaid,2024 06,1
PHARR,MEDINA,Prepaid,2024 10,1
PHARR,MEDINA,Prepaid,2025 02,1
PHARR,MEDINA,Prepaid,2025 04,1
PHARR,MEDINA,Prepaid,2025 05,1
PHARR,MEDLEY,Prepaid,2024 11,1
PHARR,MEMPHIS,Prepaid,2024 05,1
PHARR,MEMPHIS,Prepaid,2024 06,1
PHARR,MEMPHIS,Prepaid,2024 08,1
PHARR,MEMPHIS,Prepaid,2024 10,2
PHARR,MEMPHIS,Prepaid,2024 11,1
PHARR,MEMPHIS,Prepaid,2025 02,3
PHARR,MERIDAN,Prepaid,2024 10,1
PHARR,MERIDIAN,Prepaid,2025 01,1
PHARR,MESA,Prepaid,2024 08,1
PHARR,MESA,Prepaid,2024 09,2
PHARR,MESA,Prepaid,2024 10,2
PHARR,MESA,Prepaid,2024 11,1
PHARR,MESA,Prepaid,2025 01,2
PHARR,MESA,Prepaid,2025 02,1
PHARR,MESA,Prepaid,2025 03,3
PHARR,MESA,Prepaid,2025 04,5
PHARR,MIAMI,Prepaid,2024 06,4
PHARR,MIAMI,Prepaid,2024 07,2
PHARR,MIAMI,Prepaid,2024 08,1
PHARR,MIAMI,Prepaid,2024 09,1
PHARR,MIAMI,Prepaid,2024 10,2
PHARR,MIAMI,Prepaid,2024 12,1
PHARR,MIAMI,Prepaid,2025 01,1
PHARR,MIAMI,Prepaid,2025 02,1
PHARR,MIAMI,Prepaid,2025 03,2
PHARR,MIAMI,Prepaid,2025 04,1
PHARR,MIAMI,Prepaid,2025 05,1
PHARR,MIAMI GARDENS,Prepaid,2025 01,1
PHARR,MIAMI LAKES,Prepaid,2024 10,1
PHARR,MIAMI LAKES,Prepaid,2025 02,1
PHARR,MIDDLETOWN,Prepaid,2024 05,1
PHARR,MIDDLETOWN,Prepaid,2024 09,1
PHARR,MIDDLETOWN,Prepaid,2024 10,1
PHARR,MIDDLETOWN,Prepaid,2024 11,1
PHARR,MIDDLETOWN,Prepaid,2025 01,2
PHARR,MIDDLETOWN,Prepaid,2025 02,1
PHARR,MIDDLETOWN,Prepaid,2025 03,2
PHARR,MILFORD,Prepaid,2024 05,3
PHARR,MILFORD,Prepaid,2024 06,3
PHARR,MILFORD,Prepaid,2024 07,4
PHARR,MILFORD,Prepaid,2024 08,4
PHARR,MILFORD,Prepaid,2024 09,2
PHARR,MILFORD,Prepaid,2024 10,2
PHARR,MILFORD,Prepaid,2024 11,1
PHARR,MILFORD,Prepaid,2024 12,3
PHARR,MILFORD,Prepaid,2025 01,2
PHARR,MILFORD,Prepaid,2025 02,5
PHARR,MILFORD,Prepaid,2025 03,2
PHARR,MILFORD,Prepaid,2025 04,3
PHARR,MILLSBORO,Prepaid,2024 05,1
PHARR,MILLSBORO,Prepaid,2024 07,1
PHARR,MILLSBORO,Prepaid,2024 08,1
PHARR,MILLSBORO,Prepaid,2024 11,1
PHARR,MILLSBORO,Prepaid,2025 02,1
PHARR,MILLSBORO,Prepaid,2025 03,1
PHARR,MILTON,Prepaid,2024 06,3
PHARR,MILTON,Transfer,2024 05,4
PHARR,MILTON,Transfer,2024 06,3
PHARR,MILTON,Transfer,2024 07,7
PHARR,MILTON,Transfer,2024 08,4
PHARR,MILTON,Transfer,2024 09,2
PHARR,MILTON,Transfer,2024 10,6
PHARR,MILTON,Transfer,2024 11,5
PHARR,MILTON,Transfer,2024 12,2
PHARR,MILTON,Transfer,2025 01,7
PHARR,MILTON,Transfer,2025 02,11
PHARR,MILTON,Transfer,2025 03,6
PHARR,MILTON,Transfer,2025 04,8
PHARR,MILWAUKEE,Prepaid,2024 05,3
PHARR,MILWAUKEE,Prepaid,2024 06,1
PHARR,MILWAUKEE,Prepaid,2024 07,1
PHARR,MILWAUKEE,Prepaid,2024 08,1
PHARR,MILWAUKEE,Prepaid,2024 09,1
PHARR,MILWAUKEE,Prepaid,2024 10,2
PHARR,MILWAUKEE,Prepaid,2024 11,1
PHARR,MILWAUKEE,Prepaid,2025 02,1
PHARR,MILWAUKEE,Prepaid,2025 03,3
PHARR,MILWAUKEE,Prepaid,2025 04,1
PHARR,MINOOKA,Collect,2024 11,10
PHARR,MINOOKA,Collect,2024 12,1
PHARR,MINOOKA,Collect,2025 01,4
PHARR,MINOOKA,Collect,2025 02,1
PHARR,MINOOKA,Collect,2025 04,8
PHARR,MINOOKA,Collect,2025 05,11
PHARR,MIRA LOMA,Collect,2024 05,2
PHARR,MIRA LOMA,Collect,2024 06,3
PHARR,MIRA LOMA,Collect,2024 07,3
PHARR,MIRA LOMA,Collect,2024 08,2
PHARR,MIRA LOMA,Collect,2024 09,5
PHARR,MIRA LOMA,Collect,2024 10,3
PHARR,MIRA LOMA,Collect,2024 11,4
PHARR,MIRA LOMA,Collect,2024 12,4
PHARR,MIRA LOMA,Collect,2025 01,2
PHARR,MIRA LOMA,Collect,2025 02,6
PHARR,MIRA LOMA,Collect,2025 03,1
PHARR,MOAB,Prepaid,2024 05,1
PHARR,MOBILE,Prepaid,2025 03,1
PHARR,MONROE,Prepaid,2024 08,1
PHARR,MONROE,Prepaid,2024 10,3
PHARR,MONROE,Prepaid,2024 11,1
PHARR,MONROE,Prepaid,2024 12,2
PHARR,MONROE,Prepaid,2025 01,1
PHARR,MONROE,Prepaid,2025 02,3
PHARR,MONROE,Prepaid,2025 03,1
PHARR,MONROE,Prepaid,2025 04,1
PHARR,MONROE,Prepaid,2025 05,3
PHARR,MONTGOMERY,Prepaid,2024 05,1
PHARR,MONTGOMERY,Prepaid,2024 07,1
PHARR,MONTGOMERY,Prepaid,2024 08,1
PHARR,MONTGOMERY,Prepaid,2024 09,1
PHARR,MONTGOMERY,Prepaid,2024 11,2
PHARR,MONTGOMERY,Prepaid,2024 12,2
PHARR,MONTGOMERY,Prepaid,2025 01,1
PHARR,MONTGOMERY,Prepaid,2025 02,2
PHARR,MONTGOMERY,Prepaid,2025 03,1
PHARR,MONTGOMERY,Prepaid,2025 04,2
PHARR,MONTGOMERY,Prepaid,2025 05,1
PHARR,MONTOURSVILLE,Prepaid,2024 08,2
PHARR,MONTOURSVILLE,Prepaid,2024 09,3
PHARR,MONTOURSVILLE,Prepaid,2024 10,1
PHARR,MORAINE,Prepaid,2025 04,1
PHARR,MOUNT PLEASANT,Prepaid,2024 05,10
PHARR,MOUNT PLEASANT,Prepaid,2024 06,16
PHARR,MOUNT PLEASANT,Prepaid,2024 07,12
PHARR,MOUNT PLEASANT,Prepaid,2024 08,12
PHARR,MOUNT PLEASANT,Prepaid,2024 09,17
PHARR,MOUNT PLEASANT,Prepaid,2024 10,15
PHARR,MOUNT PLEASANT,Prepaid,2024 11,12
PHARR,MOUNT PLEASANT,Prepaid,2024 12,12
PHARR,MOUNT PLEASANT,Prepaid,2025 01,13
PHARR,MOUNT PLEASANT,Prepaid,2025 02,13
PHARR,MOUNT PLEASANT,Prepaid,2025 03,17
PHARR,MOUNT PLEASANT,Prepaid,2025 04,15
PHARR,MOUNT PLEASANT,Prepaid,2025 05,1
PHARR,MULGRAVE,Transfer,2024 08,2
PHARR,MULGRAVE,Transfer,2024 10,3
PHARR,MULGRAVE,Transfer,2025 01,1
PHARR,MULGRAVE,Transfer,2025 02,1
PHARR,MURRAY,Prepaid,2024 06,1
PHARR,MURRAY,Prepaid,2024 09,2
PHARR,MURRAY,Prepaid,2024 10,1
PHARR,MURRAY,Prepaid,2025 01,2
PHARR,MURRAY,Prepaid,2025 03,1
PHARR,MURRAY,Prepaid,2025 05,1
PHARR,MYRTLE BEACH,Prepaid,2024 06,2
PHARR,MYRTLE BEACH,Prepaid,2024 07,1
PHARR,MYRTLE BEACH,Prepaid,2024 09,2
PHARR,MYRTLE BEACH,Prepaid,2024 11,1
PHARR,MYRTLE BEACH,Prepaid,2025 01,1
PHARR,MYRTLE BEACH,Prepaid,2025 03,1
PHARR,MYRTLE BEACH,Prepaid,2025 04,1
PHARR,"N LITTLE ROCK,",Prepaid,2024 10,1
PHARR,N. LITTLE ROCK,Prepaid,2024 07,1
PHARR,NASHVILLE,Prepaid,2024 05,1
PHARR,NASHVILLE,Prepaid,2024 06,2
PHARR,NASHVILLE,Prepaid,2024 07,2
PHARR,NASHVILLE,Prepaid,2024 08,3
PHARR,NASHVILLE,Prepaid,2024 09,2
PHARR,NASHVILLE,Prepaid,2024 10,2
PHARR,NASHVILLE,Prepaid,2024 12,1
PHARR,NASHVILLE,Prepaid,2025 01,2
PHARR,NASHVILLE,Prepaid,2025 02,4
PHARR,NASHVILLE,Prepaid,2025 03,1
PHARR,NASHVILLE,Prepaid,2025 04,3
PHARR,NELLIS AFB,Prepaid,2025 01,1
PHARR,NEW BERLIN,Prepaid,2024 05,1
PHARR,NEW BERLIN,Prepaid,2024 06,2
PHARR,NEW BERLIN,Prepaid,2024 07,1
PHARR,NEW BERLIN,Prepaid,2024 08,1
PHARR,NEW BERLIN,Prepaid,2024 09,1
PHARR,NEW BERLIN,Prepaid,2024 10,2
PHARR,NEW BERLIN,Prepaid,2024 11,2
PHARR,NEW BERLIN,Prepaid,2024 12,2
PHARR,NEW BERLIN,Prepaid,2025 01,1
PHARR,NEW BERLIN,Prepaid,2025 02,2
PHARR,NEW BERLIN,Prepaid,2025 03,1
PHARR,NEW BERLIN,Prepaid,2025 04,4
PHARR,NEW BRIGHTON,Prepaid,2024 05,1
PHARR,NEW BRIGHTON,Prepaid,2024 06,1
PHARR,NEW BRIGHTON,Prepaid,2024 07,2
PHARR,NEW BRIGHTON,Prepaid,2024 08,1
PHARR,NEW BRIGHTON,Prepaid,2024 09,1
PHARR,NEW BRIGHTON,Prepaid,2024 12,1
PHARR,NEW BRIGHTON,Prepaid,2025 02,1
PHARR,NEW BRIGHTON,Prepaid,2025 03,2
PHARR,NEW BRIGHTON,Prepaid,2025 04,1
PHARR,NEW CASTLE,Prepaid,2024 06,1
PHARR,NEW CASTLE,Prepaid,2024 08,1
PHARR,NEW CASTLE,Prepaid,2024 10,2
PHARR,NEW CASTLE,Prepaid,2025 01,2
PHARR,NEW CASTLE,Prepaid,2025 02,3
PHARR,NEW CASTLE,Prepaid,2025 03,2
PHARR,NEW CASTLE,Prepaid,2025 04,1
PHARR,NEW CASTLE,Prepaid,2025 05,1
PHARR,NEW HAVEN,Prepaid,2024 07,2
PHARR,NEW ROCHELLE,Collect,2024 08,1
PHARR,NEW ROCHELLE,Prepaid,2024 11,1
PHARR,NEW STANTON,Prepaid,2024 07,2
PHARR,NEW YORK,Prepaid,2024 07,2
PHARR,NEW YORK CITY,Prepaid,2024 10,1
PHARR,NEW YORK CITY,Prepaid,2024 11,1
PHARR,NEWNAN,Collect,2024 05,3
PHARR,NEWNAN,Collect,2024 06,1
PHARR,NEWNAN,Collect,2024 07,3
PHARR,NEWNAN,Collect,2024 08,4
PHARR,NEWNAN,Collect,2024 09,4
PHARR,NEWNAN,Collect,2025 04,1
PHARR,NORCROSS,Prepaid,2024 05,1
PHARR,NORCROSS,Prepaid,2024 09,4
PHARR,NORCROSS,Prepaid,2024 10,1
PHARR,NORCROSS,Prepaid,2024 11,1
PHARR,NORCROSS,Prepaid,2024 12,2
PHARR,NORCROSS,Prepaid,2025 01,3
PHARR,NORCROSS,Prepaid,2025 02,1
PHARR,NORCROSS,Prepaid,2025 03,1
PHARR,NORCROSS,Prepaid,2025 04,2
PHARR,NORTH LITTLE ROCK,Prepaid,2024 06,2
PHARR,NORTH LITTLE ROCK,Prepaid,2024 08,3
PHARR,NORTH LITTLE ROCK,Prepaid,2024 10,4
PHARR,NORTH LITTLE ROCK,Prepaid,2024 12,1
PHARR,NORTH LITTLE ROCK,Prepaid,2025 04,1
PHARR,NORTH MIAMI,Prepaid,2024 08,1
PHARR,NORTH MIAMI,Prepaid,2024 11,1
PHARR,NORTHLAKE,Prepaid,2024 05,3
PHARR,NORTHLAKE,Prepaid,2024 06,2
PHARR,NORTHLAKE,Prepaid,2024 07,2
PHARR,NORTHLAKE,Prepaid,2024 08,5
PHARR,NORTHLAKE,Prepaid,2024 09,2
PHARR,NORTHLAKE,Prepaid,2024 10,2
PHARR,NORTHLAKE,Prepaid,2024 11,2
PHARR,NORTHLAKE,Prepaid,2024 12,2
PHARR,NORTHLAKE,Prepaid,2025 01,5
PHARR,NORTHLAKE,Prepaid,2025 02,4
PHARR,NORTHLAKE,Prepaid,2025 03,5
PHARR,NORTHLAKE,Prepaid,2025 04,5
PHARR,NORTHRIDGE,Prepaid,2024 06,1
PHARR,NORTHRIDGE,Prepaid,2024 10,1
PHARR,NORTHRIDGE,Prepaid,2025 01,1
PHARR,NORTHRIDGE,Prepaid,2025 02,1
PHARR,NORTHRIDGE,Prepaid,2025 04,1
PHARR,NORWALK,Collect,2025 01,1
PHARR,NORWOOD,Prepaid,2024 05,9
PHARR,NORWOOD,Prepaid,2024 06,13
PHARR,NORWOOD,Prepaid,2024 07,13
PHARR,NORWOOD,Prepaid,2024 08,7
PHARR,NORWOOD,Prepaid,2024 09,14
PHARR,NORWOOD,Prepaid,2024 10,15
PHARR,NORWOOD,Prepaid,2024 11,18
PHARR,NORWOOD,Prepaid,2024 12,10
PHARR,NORWOOD,Prepaid,2025 01,10
PHARR,NORWOOD,Prepaid,2025 02,18
PHARR,NORWOOD,Prepaid,2025 03,22
PHARR,NORWOOD,Prepaid,2025 04,21
PHARR,NORWOOD,Prepaid,2025 05,1
PHARR,OAKBORO,Prepaid,2025 04,1
PHARR,OAKWOOD VILLAGE,Prepaid,2024 05,1
PHARR,OAKWOOD VILLAGE,Prepaid,2024 08,2
PHARR,OAKWOOD VILLAGE,Prepaid,2024 11,2
PHARR,OAKWOOD VILLAGE,Prepaid,2025 02,2
PHARR,OAKWOOD VILLAGE,Prepaid,2025 04,2
PHARR,OAKWOOD VILLAGE,Prepaid,2025 05,1
PHARR,OCALA,Prepaid,2025 01,1
PHARR,OKLAHOMA CITY,Prepaid,2024 05,1
PHARR,OKLAHOMA CITY,Prepaid,2024 06,1
PHARR,OKLAHOMA CITY,Prepaid,2024 07,2
PHARR,OKLAHOMA CITY,Prepaid,2024 08,1
PHARR,OKLAHOMA CITY,Prepaid,2024 09,1
PHARR,OKLAHOMA CITY,Prepaid,2024 10,2
PHARR,OKLAHOMA CITY,Prepaid,2025 01,3
PHARR,OKLAHOMA CITY,Prepaid,2025 02,1
PHARR,OKLAHOMA CITY,Prepaid,2025 03,1
PHARR,OKLAHOMA CITY,Prepaid,2025 05,1
PHARR,OLIVE BRANCH,Prepaid,2024 10,4
PHARR,OLIVE BRANCH,Prepaid,2024 12,1
PHARR,OLIVE BRANCH,Prepaid,2025 01,1
PHARR,OLIVE BRANCH,Prepaid,2025 02,1
PHARR,OMAHA,Collect,2025 03,1
PHARR,OMAHA,Prepaid,2024 08,1
PHARR,OMAHA,Prepaid,2024 09,1
PHARR,OMAHA,Prepaid,2024 11,1
PHARR,OMAHA,Prepaid,2024 12,1
PHARR,OMAHA,Prepaid,2025 03,1
PHARR,ONTARIO,Prepaid,2024 05,2
PHARR,ONTARIO,Prepaid,2024 06,4
PHARR,ONTARIO,Prepaid,2024 07,5
PHARR,ONTARIO,Prepaid,2024 08,4
PHARR,ONTARIO,Prepaid,2024 09,5
PHARR,ONTARIO,Prepaid,2024 10,2
PHARR,ONTARIO,Prepaid,2024 11,3
PHARR,ONTARIO,Prepaid,2024 12,2
PHARR,ONTARIO,Prepaid,2025 01,4
PHARR,ONTARIO,Prepaid,2025 02,3
PHARR,ONTARIO,Prepaid,2025 03,8
PHARR,ONTARIO,Prepaid,2025 04,4
PHARR,ONTARIO,Prepaid,2025 05,1
PHARR,ORANGE,Prepaid,2024 05,1
PHARR,ORANGE,Prepaid,2024 10,1
PHARR,ORANGE,Prepaid,2025 01,1
PHARR,ORANGE,Prepaid,2025 02,1
PHARR,ORANGE,Prepaid,2025 03,1
PHARR,ORLANDO,Collect,2024 05,3
PHARR,ORLANDO,Collect,2024 06,4
PHARR,ORLANDO,Collect,2024 07,4
PHARR,ORLANDO,Collect,2024 08,5
PHARR,ORLANDO,Collect,2024 09,4
PHARR,ORLANDO,Collect,2024 10,3
PHARR,ORLANDO,Collect,2024 11,2
PHARR,ORLANDO,Collect,2024 12,3
PHARR,ORLANDO,Collect,2025 01,3
PHARR,ORLANDO,Collect,2025 03,2
PHARR,ORLANDO,Collect,2025 04,2
PHARR,ORLANDO,Prepaid,2024 05,3
PHARR,ORLANDO,Prepaid,2024 06,5
PHARR,ORLANDO,Prepaid,2024 07,5
PHARR,ORLANDO,Prepaid,2024 08,5
PHARR,ORLANDO,Prepaid,2024 09,8
PHARR,ORLANDO,Prepaid,2024 10,8
PHARR,ORLANDO,Prepaid,2024 11,5
PHARR,ORLANDO,Prepaid,2024 12,8
PHARR,ORLANDO,Prepaid,2025 01,7
PHARR,ORLANDO,Prepaid,2025 02,8
PHARR,ORLANDO,Prepaid,2025 03,9
PHARR,ORLANDO,Prepaid,2025 04,11
PHARR,ORLANDO,Prepaid,2025 05,1
PHARR,OXFORD,Prepaid,2024 07,1
PHARR,OXFORD,Prepaid,2025 03,1
PHARR,OXON HILLS,Prepaid,2024 12,1
PHARR,PALM BEACH SHORES,Prepaid,2025 03,1
PHARR,PALM BEACH SHORES,Prepaid,2025 04,1
PHARR,PARK CITY,Prepaid,2024 05,1
PHARR,PARK CITY,Prepaid,2024 08,1
PHARR,PARK CITY,Prepaid,2024 10,1
PHARR,PARK CITY,Prepaid,2025 01,1
PHARR,PARK CITY,Prepaid,2025 02,1
PHARR,PARK CITY,Prepaid,2025 03,1
PHARR,PATTERSON,Collect,2024 05,3
PHARR,PATTERSON,Collect,2024 06,4
PHARR,PATTERSON,Collect,2024 07,4
